coor.Image X [mm];coor.Image Y [mm];disp.Horizontal Displacement U [mm];disp.Vertical Displacement V [mm];strain.Strain-global frame: Exx [ ];strain.Strain-global frame: Eyy [ ];strain.Strain-global frame: Exy [ ]
1.030000000E+001;2.615000000E+001;5.350111660E-003;-1.038796928E-002;-4.650717107E-004;1.010165945E-002;-2.976382721E-003
8.175000000E+000;2.315000000E+001;1.310301067E-002;-2.415859155E-002;-5.484871365E-004;5.662890413E-003;-2.384452507E-003
3.300000000E+000;1.215000000E+001;9.306349296E-003;-1.238056873E-001;-2.123163042E-003;9.550316506E-003;-4.521147375E-003
1.067500000E+001;1.365000000E+001;2.680008065E-003;-1.638094196E-001;-2.256434834E-003;9.463499798E-003;-2.017056142E-003
1.005000000E+001;2.640000000E+001;4.323294595E-003;-7.463210809E-003;-1.660323429E-004;9.403498035E-003;-2.717370604E-003
9.550000000E+000;2.002500000E+001;-4.736477722E-003;-7.248585984E-002;-2.801942498E-003;1.544285705E-002;-3.484738375E-003
1.017500000E+001;2.577500000E+001;6.689848838E-003;-1.366108739E-002;-6.300995215E-004;9.866721696E-003;-3.291396248E-003
3.300000000E+000;1.865000000E+001;4.148922056E-002;-6.536356413E-002;-8.512404500E-004;7.640630117E-003;-2.946003226E-003
4.800000000E+000;2.252500000E+001;1.804924469E-002;-3.487754281E-002;-2.724492978E-003;8.003462154E-003;-1.731525634E-003
1.030000000E+001;2.627500000E+001;4.857747638E-003;-9.179834686E-003;-3.839521511E-004;1.007038256E-002;-2.862997183E-003
8.300000000E+000;2.315000000E+001;1.306420234E-002;-2.459876586E-002;-7.047257576E-004;5.901175647E-003;-2.720123230E-003
3.425000000E+000;1.215000000E+001;9.027578545E-003;-1.255009366E-001;-2.112609695E-003;9.543176548E-003;-4.550311429E-003
1.005000000E+001;2.565000000E+001;7.163626431E-003;-1.437572718E-002;-6.134396814E-004;9.575620358E-003;-3.365966379E-003
6.300000000E+000;1.240000000E+001;4.744238990E-003;-1.578980157E-001;-8.181655670E-004;7.502467772E-003;-2.870009822E-003
1.017500000E+001;2.652500000E+001;3.811131351E-003;-6.569461072E-003;-1.749229959E-004;9.685701250E-003;-2.633101389E-003
9.675000000E+000;1.977500000E+001;-7.873771808E-003;-7.926594523E-002;-1.995685307E-003;1.651664270E-002;-2.842614281E-003
7.550000000E+000;2.102500000E+001;1.501397827E-002;-2.874735661E-002;-4.987166026E-003;4.657701432E-003;-6.564100274E-004
1.030000000E+001;2.640000000E+001;4.326632266E-003;-7.970706676E-003;-3.064847100E-004;1.003813331E-002;-2.751963847E-003
7.800000000E+000;2.265000000E+001;1.391762216E-002;-2.537692145E-002;-6.984607631E-004;4.797888359E-003;-1.404849232E-003
3.050000000E+000;1.215000000E+001;9.822330380E-003;-1.204213783E-001;-2.124150475E-003;9.534802818E-003;-4.457868957E-003
1.055000000E+001;2.665000000E+001;3.166973486E-003;-5.977064235E-003;-2.656808663E-004;1.067842465E-002;-2.543560001E-003
8.425000000E+000;2.315000000E+001;1.305822501E-002;-2.514202953E-002;-8.749462072E-004;6.175382364E-003;-3.044540222E-003
1.017500000E+001;2.565000000E+001;7.022670369E-003;-1.485488401E-002;-7.201579052E-004;9.897622601E-003;-3.409142445E-003
1.042500000E+001;2.652500000E+001;3.795132480E-003;-6.989286630E-003;-2.931028098E-004;1.034764131E-002;-2.652161200E-003
7.675000000E+000;2.102500000E+001;1.446499726E-002;-2.906367202E-002;-5.149100456E-003;4.770319507E-003;-1.478671147E-003
6.300000000E+000;1.252500000E+001;5.088535299E-003;-1.569573379E-001;-8.706972379E-004;7.457694801E-003;-2.923715904E-003
3.300000000E+000;1.265000000E+001;1.129832159E-002;-1.189402751E-001;-2.341040123E-003;9.684596898E-003;-4.546924503E-003
1.067500000E+001;2.665000000E+001;3.136912406E-003;-6.115634033E-003;-3.277341340E-004;1.104617881E-002;-2.547806892E-003
7.800000000E+000;2.277500000E+001;1.370864320E-002;-2.492128100E-002;-5.580218034E-004;4.892527478E-003;-1.390401931E-003
4.550000000E+000;1.340000000E+001;1.099144120E-002;-1.286551955E-001;-2.692225862E-003;9.360787143E-003;-4.905767290E-003
1.055000000E+001;2.652500000E+001;3.723856320E-003;-7.202636756E-003;-3.549503408E-004;1.070374104E-002;-2.659894177E-003
4.550000000E+000;2.440000000E+001;1.183765564E-002;-2.041993147E-002;-1.454558378E-003;7.228366129E-003;-1.788621542E-003
1.030000000E+001;2.565000000E+001;6.951791378E-003;-1.535823590E-002;-8.261364193E-004;1.022914527E-002;-3.452255637E-003
1.192500000E+001;2.677500000E+001;1.899871305E-003;-7.077079649E-003;-6.639937548E-004;1.525819272E-002;-2.137739267E-003
1.080000000E+001;2.665000000E+001;3.118354210E-003;-6.316403769E-003;-3.950818228E-004;1.142689215E-002;-2.559163797E-003
3.425000000E+000;1.265000000E+001;1.095828699E-002;-1.206293730E-001;-2.342257329E-003;9.677875974E-003;-4.582020223E-003
3.550000000E+000;2.577500000E+001;7.829998104E-003;-1.029936883E-002;-1.063170924E-003;7.011181107E-003;-2.386633961E-003
6.300000000E+000;1.265000000E+001;5.430989709E-003;-1.560301586E-001;-9.264854486E-004;7.409909813E-003;-2.981150550E-003
1.192500000E+001;2.690000000E+001;1.380795164E-003;-5.324411759E-003;-4.834708681E-004;1.528429724E-002;-1.936822423E-003
1.017500000E+001;2.665000000E+001;3.211681669E-003;-5.425216790E-003;-1.171559572E-004;9.660989368E-003;-2.536059561E-003
5.675000000E+000;1.727500000E+001;3.038442685E-002;-1.070248575E-001;-3.439363055E-003;1.261443991E-002;-4.322953793E-003
1.142500000E+001;2.615000000E+001;4.420421324E-003;-1.410657777E-002;-1.190534667E-003;1.348750578E-002;-3.115739477E-003
1.067500000E+001;2.652500000E+001;3.696775916E-003;-7.397819859E-003;-4.284061688E-004;1.107246603E-002;-2.671696981E-003
2.925000000E+000;1.215000000E+001;1.009894697E-002;-1.188344441E-001;-2.121109348E-003;9.514733282E-003;-4.423309076E-003
1.092500000E+001;2.665000000E+001;3.092926848E-003;-6.563047042E-003;-4.887042132E-004;1.181965305E-002;-2.584096028E-003
9.800000000E+000;1.315000000E+001;4.042969457E-003;-1.649652665E-001;-1.677570489E-003;8.721078077E-003;-1.033497774E-003
6.425000000E+000;1.240000000E+001;4.696976872E-003;-1.589110048E-001;-7.193930530E-004;7.409606509E-003;-2.647545136E-003
1.155000000E+001;2.615000000E+001;4.292670752E-003;-1.472871748E-002;-1.256437921E-003;1.390590186E-002;-3.105786030E-003
1.042500000E+001;2.665000000E+001;3.226316882E-003;-5.801292995E-003;-2.151372425E-004;1.032208605E-002;-2.542715026E-003
1.030000000E+001;2.665000000E+001;3.220146183E-003;-5.615405435E-003;-1.662345181E-004;9.984254720E-003;-2.540333510E-003
2.800000000E+000;1.215000000E+001;1.046124166E-002;-1.173505581E-001;-2.116257791E-003;9.486430047E-003;-4.393675056E-003
9.175000000E+000;1.515000000E+001;7.220504573E-003;-1.460868112E-001;-2.971162139E-003;8.254100097E-003;5.931820099E-004
9.050000000E+000;2.265000000E+001;1.239121378E-002;-3.350935878E-002;-2.551883612E-003;8.086607849E-003;-4.799599921E-003
9.925000000E+000;1.315000000E+001;3.853859273E-003;-1.653627513E-001;-1.742740168E-003;8.814715877E-003;-1.168507037E-003
7.800000000E+000;1.090000000E+001;1.212866130E-003;-1.767189785E-001;-8.254746245E-007;7.518541722E-003;-8.899192878E-004
1.167500000E+001;2.590000000E+001;4.598334625E-003;-1.894677541E-002;-1.573853723E-003;1.434710170E-002;-3.420069710E-003
1.005000000E+001;2.602500000E+001;5.828581593E-003;-1.088718960E-002;-3.685138953E-004;9.485777228E-003;-3.029652057E-003
3.425000000E+000;1.477500000E+001;2.058307090E-002;-9.972172675E-002;-2.874048609E-003;9.706071993E-003;-3.683840693E-003
8.675000000E+000;2.265000000E+001;1.319279409E-002;-2.981139758E-002;-1.923268565E-003;6.809383460E-003;-4.085407531E-003
9.175000000E+000;2.265000000E+001;1.204250220E-002;-3.493227459E-002;-2.742066931E-003;8.525939020E-003;-4.954969686E-003
9.550000000E+000;2.227500000E+001;1.023323536E-002;-4.349027041E-002;-3.763485674E-003;1.007630342E-002;-5.412297479E-003
1.167500000E+001;2.602500000E+001;4.321629144E-003;-1.715244051E-002;-1.452545443E-003;1.434036097E-002;-3.262495971E-003
1.005000000E+001;1.302500000E+001;3.428826659E-003;-1.669358345E-001;-1.719240273E-003;8.864171481E-003;-1.324578816E-003
1.005000000E+001;2.615000000E+001;5.340793317E-003;-9.745649892E-003;-2.957199137E-004;9.459098558E-003;-2.922220895E-003
6.175000000E+000;1.227500000E+001;4.490669878E-003;-1.578201923E-001;-8.685967668E-004;7.643944062E-003;-3.035402681E-003
1.167500000E+001;2.615000000E+001;4.097680575E-003;-1.537809144E-002;-1.325080050E-003;1.433503115E-002;-3.097503107E-003
3.300000000E+000;1.202500000E+001;8.817092096E-003;-1.250358330E-001;-2.057003934E-003;9.514894237E-003;-4.491907911E-003
1.055000000E+001;2.602500000E+001;5.669666443E-003;-1.234563318E-002;-7.359185639E-004;1.082882429E-002;-3.155572518E-003
5.050000000E+000;1.565000000E+001;1.961507503E-002;-1.134503748E-001;-4.366109505E-003;9.925351219E-003;-5.073277479E-003
1.005000000E+001;2.627500000E+001;4.880744484E-003;-8.594964727E-003;-2.282132481E-004;9.431847225E-003;-2.818666673E-003
4.425000000E+000;1.990000000E+001;3.628796333E-002;-5.990012285E-002;-1.609875946E-003;1.058631444E-002;-4.682392386E-003
1.005000000E+001;1.315000000E+001;3.629110731E-003;-1.658012684E-001;-1.796113538E-003;8.902124936E-003;-1.301946378E-003
6.175000000E+000;1.240000000E+001;4.828476702E-003;-1.568848573E-001;-9.243943641E-004;7.604816558E-003;-3.088959432E-003
3.425000000E+000;1.202500000E+001;8.536412328E-003;-1.266984255E-001;-2.043898449E-003;9.507376888E-003;-4.521025078E-003
1.055000000E+001;2.615000000E+001;5.266342292E-003;-1.106563067E-002;-6.378148769E-004;1.079801914E-002;-3.029033412E-003
2.800000000E+000;1.802500000E+001;4.068315855E-002;-6.627989093E-002;-1.184566680E-003;6.624766598E-003;-2.314121392E-003
4.175000000E+000;2.415000000E+001;1.337220975E-002;-2.218194840E-002;-1.614388462E-003;7.316088723E-003;-1.980429252E-003
2.925000000E+000;1.777500000E+001;3.952469460E-002;-6.900741609E-002;-1.270871217E-003;6.960100662E-003;-2.126456567E-003
6.675000000E+000;1.552500000E+001;1.199910595E-002;-1.421276418E-001;-3.225458834E-003;5.630421572E-003;-4.082969060E-003
1.055000000E+001;2.627500000E+001;4.786094848E-003;-9.726463622E-003;-5.415375327E-004;1.076500541E-002;-2.904192886E-003
3.550000000E+000;1.202500000E+001;8.245928594E-003;-1.282705645E-001;-2.023263875E-003;9.489029913E-003;-4.548204071E-003
6.175000000E+000;1.252500000E+001;5.167209963E-003;-1.559058052E-001;-9.816437095E-004;7.565526057E-003;-3.146422216E-003
1.042500000E+001;1.315000000E+001;2.873540734E-003;-1.673131019E-001;-1.919808123E-003;9.133230879E-003;-1.703456566E-003
2.800000000E+000;1.465000000E+001;2.145305875E-002;-9.330595025E-002;-2.548777011E-003;9.379320090E-003;-3.548183920E-003
2.925000000E+000;1.715000000E+001;3.624716398E-002;-7.343056993E-002;-1.678617892E-003;7.386311692E-003;-1.947713138E-003
1.080000000E+001;2.652500000E+001;3.675874689E-003;-7.646906668E-003;-5.074440530E-004;1.145323856E-002;-2.692097609E-003
2.925000000E+000;1.465000000E+001;2.120920326E-002;-9.487890321E-002;-2.600603462E-003;9.449334433E-003;-3.583802726E-003
6.675000000E+000;1.565000000E+001;1.233548273E-002;-1.415427399E-001;-3.494290289E-003;5.538592285E-003;-4.203792297E-003
5.675000000E+000;1.740000000E+001;3.196846369E-002;-1.054278931E-001;-2.926610381E-003;1.342083264E-002;-3.899851458E-003
3.550000000E+000;1.215000000E+001;8.705540685E-003;-1.271955632E-001;-2.094014250E-003;9.524642964E-003;-4.577578670E-003
6.300000000E+000;1.227500000E+001;4.381750512E-003;-1.588548836E-001;-7.669909871E-004;7.546499226E-003;-2.820167690E-003
1.167500000E+001;2.665000000E+001;2.555353215E-003;-8.163353409E-003;-7.443131618E-004;1.430943890E-002;-2.396342628E-003
1.030000000E+001;2.652500000E+001;3.796406468E-003;-6.783210352E-003;-2.337013980E-004;1.000923146E-002;-2.643774495E-003
3.050000000E+000;1.465000000E+001;2.091989133E-002;-9.642207577E-002;-2.657987439E-003;9.521141227E-003;-3.622169653E-003
9.175000000E+000;1.977500000E+001;-6.604100396E-003;-6.593500564E-002;-2.222015392E-003;1.683727787E-002;-3.313750802E-003
4.925000000E+000;1.652500000E+001;2.646315138E-002;-1.013047613E-001;-3.905224232E-003;1.080835929E-002;-3.900434065E-003
3.550000000E+000;1.227500000E+001;9.137002090E-003;-1.259862277E-001;-2.159555489E-003;9.561795842E-003;-4.600168564E-003
1.180000000E+001;2.665000000E+001;2.472611997E-003;-8.499811409E-003;-7.924619610E-004;1.477564570E-002;-2.364716045E-003
6.425000000E+000;1.227500000E+001;4.359013743E-003;-1.598550631E-001;-6.723349458E-004;7.458110990E-003;-2.602460121E-003
3.175000000E+000;1.465000000E+001;2.057843345E-002;-9.789591690E-002;-2.720615367E-003;9.593115261E-003;-3.664395388E-003
1.030000000E+001;2.602500000E+001;5.812835335E-003;-1.160664098E-002;-5.496040404E-004;1.013201967E-002;-3.092884843E-003
9.300000000E+000;1.977500000E+001;-6.989519107E-003;-7.012361627E-002;-2.126876069E-003;1.705019800E-002;-3.096905062E-003
2.925000000E+000;1.202500000E+001;9.512560864E-003;-1.200746442E-001;-2.065716538E-003;9.482884920E-003;-4.392608824E-003
1.192500000E+001;2.665000000E+001;2.268305598E-003;-8.913302824E-003;-8.416937054E-004;1.525411558E-002;-2.334364636E-003
3.675000000E+000;1.502500000E+001;2.130491497E-002;-1.004796337E-001;-3.037921639E-003;9.823074716E-003;-3.628963643E-003
2.800000000E+000;1.790000000E+001;4.017302993E-002;-6.711369607E-002;-1.236620321E-003;6.659970610E-003;-2.227195805E-003
1.092500000E+001;2.652500000E+001;3.654139969E-003;-7.919904035E-003;-6.106750604E-004;1.184343133E-002;-2.728062658E-003
6.300000000E+000;1.277500000E+001;5.736205268E-003;-1.551151819E-001;-9.866821810E-004;7.363785257E-003;-3.043786609E-003
3.050000000E+000;1.202500000E+001;9.264497822E-003;-1.216674325E-001;-2.065071326E-003;9.501925893E-003;-4.427775187E-003
9.425000000E+000;1.977500000E+001;-7.209753486E-003;-7.359298233E-002;-2.064692079E-003;1.702307011E-002;-2.967670720E-003
4.925000000E+000;1.840000000E+001;4.151618415E-002;-7.903884843E-002;-8.515369229E-004;1.365148780E-002;-2.906730466E-003
2.800000000E+000;1.815000000E+001;4.111167106E-002;-6.549227018E-002;-1.142565523E-003;6.606012802E-003;-2.416558269E-003
5.425000000E+000;2.215000000E+001;1.766547518E-002;-3.718262940E-002;-2.951985873E-003;7.635857572E-003;-5.323469917E-004
9.050000000E+000;1.990000000E+001;-4.665083660E-003;-5.980316375E-002;-2.989052128E-003;1.487636071E-002;-4.269176320E-003
3.175000000E+000;1.202500000E+001;9.051286737E-003;-1.233469276E-001;-2.064993101E-003;9.512954195E-003;-4.460833850E-003
1.030000000E+001;2.590000000E+001;6.252482111E-003;-1.284449074E-002;-6.388293687E-004;1.016646555E-002;-3.211245625E-003
6.300000000E+000;1.290000000E+001;6.080095859E-003;-1.543173730E-001;-1.049439432E-003;7.316903927E-003;-3.109446788E-003
2.925000000E+000;1.790000000E+001;4.005627267E-002;-6.816469641E-002;-1.205009340E-003;6.914151217E-003;-2.208818835E-003
4.925000000E+000;1.852500000E+001;4.187762825E-002;-7.759642022E-002;-8.467491574E-004;1.364816704E-002;-3.123768933E-003
3.550000000E+000;1.240000000E+001;9.686542913E-003;-1.246556382E-001;-2.222388602E-003;9.596532468E-003;-4.614711074E-003
1.105000000E+001;2.427500000E+001;7.670012581E-003;-3.645112392E-002;-2.580910654E-003;1.283504955E-002;-4.481814386E-003
2.800000000E+000;1.827500000E+001;4.140186571E-002;-6.473047936E-002;-1.113457498E-003;6.590033701E-003;-2.528801082E-003
3.675000000E+000;1.215000000E+001;8.424524998E-003;-1.288521370E-001;-2.075412409E-003;9.495026043E-003;-4.602899388E-003
6.550000000E+000;2.077500000E+001;2.035349727E-002;-3.736810740E-002;-5.314650914E-003;5.513045164E-003;3.049065873E-003
8.300000000E+000;1.127500000E+001;1.972214625E-003;-1.755287325E-001;-1.287729501E-004;7.575194952E-003;-7.272817759E-004
2.800000000E+000;1.202500000E+001;9.929774979E-003;-1.185041189E-001;-2.064082710E-003;9.455203048E-003;-4.362364478E-003
9.675000000E+000;1.315000000E+001;4.213136699E-003;-1.645606786E-001;-1.607451129E-003;8.621725398E-003;-8.992957965E-004
3.425000000E+000;1.502500000E+001;2.193956910E-002;-9.737102959E-002;-2.890276264E-003;9.644030499E-003;-3.483249919E-003
3.800000000E+000;1.227500000E+001;8.638376475E-003;-1.292925482E-001;-2.126384339E-003;9.489748153E-003;-4.651535051E-003
3.675000000E+000;1.640000000E+001;2.996949963E-002;-8.722494460E-002;-2.567891916E-003;9.335859871E-003;-2.262746672E-003
6.675000000E+000;2.077500000E+001;1.994982384E-002;-3.549987619E-002;-5.490497709E-003;5.062262410E-003;3.187938248E-003
1.042500000E+001;1.102500000E+001;7.222811659E-004;-1.862685281E-001;-7.161363069E-004;8.338623160E-003;-2.106059594E-003
3.675000000E+000;1.227500000E+001;8.887388810E-003;-1.276454796E-001;-2.142453894E-003;9.531521146E-003;-4.626404787E-003
3.550000000E+000;1.252500000E+001;1.015690362E-002;-1.234012555E-001;-2.280577751E-003;9.628888582E-003;-4.619177473E-003
3.425000000E+000;1.490000000E+001;2.125188653E-002;-9.852856924E-002;-2.884786455E-003;9.675887700E-003;-3.585352349E-003
8.925000000E+000;1.215000000E+001;3.535703504E-003;-1.706688457E-001;-6.321523633E-004;7.920095051E-003;-6.587605430E-004
3.675000000E+000;1.177500000E+001;7.026887154E-003;-1.323311465E-001;-1.832039064E-003;9.336712455E-003;-4.484362419E-003
3.300000000E+000;1.190000000E+001;8.301246233E-003;-1.262342919E-001;-1.983531991E-003;9.480030044E-003;-4.459148476E-003
3.300000000E+000;1.152500000E+001;6.715459760E-003;-1.297553143E-001;-1.765813569E-003;9.339144455E-003;-4.361527366E-003
1.030000000E+001;1.152500000E+001;1.414592917E-003;-1.811731265E-001;-9.844386944E-004;8.456884890E-003;-1.884020220E-003
3.550000000E+000;1.265000000E+001;1.068518283E-002;-1.222217049E-001;-2.335172330E-003;9.659297520E-003;-4.615542535E-003
3.550000000E+000;1.515000000E+001;2.245850941E-002;-9.765760831E-002;-2.967913667E-003;9.712804686E-003;-3.442714814E-003
3.800000000E+000;1.177500000E+001;6.765000541E-003;-1.339678012E-001;-1.809186031E-003;9.299940003E-003;-4.507763674E-003
3.425000000E+000;1.152500000E+001;6.509057122E-003;-1.314071952E-001;-1.736813368E-003;9.331532878E-003;-4.389567077E-003
3.425000000E+000;1.190000000E+001;8.066596304E-003;-1.278873465E-001;-1.968092009E-003;9.472706668E-003;-4.487946744E-003
9.050000000E+000;1.202500000E+001;3.215297297E-003;-1.720623444E-001;-6.479715090E-004;7.994600662E-003;-7.682008005E-004
2.925000000E+000;1.190000000E+001;9.068505706E-003;-1.212505903E-001;-2.002747145E-003;9.449561246E-003;-4.359140815E-003
6.175000000E+000;1.215000000E+001;4.141101859E-003;-1.587200864E-001;-8.144985983E-004;7.682264203E-003;-2.986057974E-003
3.550000000E+000;1.152500000E+001;6.281969474E-003;-1.330554379E-001;-1.704676132E-003;9.315462153E-003;-4.415440573E-003
3.550000000E+000;1.190000000E+001;7.839538672E-003;-1.294590832E-001;-1.945477340E-003;9.455218212E-003;-4.514885835E-003
4.800000000E+000;1.565000000E+001;2.077410233E-002;-1.093787369E-001;-4.153269752E-003;1.015489501E-002;-4.583786204E-003
3.800000000E+000;1.190000000E+001;7.203727895E-003;-1.328062140E-001;-1.903243278E-003;9.389378239E-003;-4.563277941E-003
2.800000000E+000;1.190000000E+001;9.474115482E-003;-1.196298922E-001;-2.005355243E-003;9.422204235E-003;-4.328706802E-003
3.675000000E+000;1.152500000E+001;6.050928131E-003;-1.346739558E-001;-1.675688951E-003;9.290230368E-003;-4.438698843E-003
6.300000000E+000;1.215000000E+001;4.044992096E-003;-1.597589252E-001;-7.181698408E-004;7.589428513E-003;-2.774636826E-003
3.300000000E+000;1.165000000E+001;7.268810465E-003;-1.285845169E-001;-1.838092668E-003;9.363973695E-003;-4.383084967E-003
